protein id	EMPAI
sp|Q96M27|PRRC1_HUMAN	0.00057219499
sp|Q9H3N1|TMX1_HUMAN	0.00057219499
sp|Q9Y281|COF2_HUMAN	0.00057219499
sp|Q9Y3D9|RT23_HUMAN	0.00057219499
sp|O15143|ARC1B_HUMAN	0.00055528211
sp|P10319|1B58_HUMAN	0.00055528211
sp|P11586|C1TC_HUMAN	0.00055528211
sp|P18464|1B51_HUMAN	0.00055528211
sp|P21980|TGM2_HUMAN	0.00055528211
sp|P30484|1B46_HUMAN	0.00055528211
sp|P30490|1B52_HUMAN	0.00055528211
sp|P30495|1B56_HUMAN	0.00055528211
sp|P30498|1B78_HUMAN	0.00055528211
sp|P30505|1C08_HUMAN	0.00055528211
sp|P57721|PCBP3_HUMAN	0.00055528211
sp|Q13310|PABP4_HUMAN	0.00055528211
sp|Q29960|1C16_HUMAN	0.00055528211
sp|Q29963|1C06_HUMAN	0.00055528211
sp|Q9UKM9|RALY_HUMAN	0.00055528211
sp|Q96CS3|FAF2_HUMAN	0.00054719212
sp|P12111|CO6A3_HUMAN	0.00053712801
sp|Q00610|CLH1_HUMAN	0.00053712801
sp|P52272|HNRPM_HUMAN	0.00053548632
sp|O00194|RB27B_HUMAN	0.00052426715
sp|O14907|TX1B3_HUMAN	0.00052426715
sp|O43920|NDUS5_HUMAN	0.00052426715
sp|O75494|SRS10_HUMAN	0.00052426715
sp|O95777|LSM8_HUMAN	0.00052426715
sp|P01889|1B07_HUMAN	0.00052426715
sp|P04632|CPNS1_HUMAN	0.00052426715
sp|P05141|ADT2_HUMAN	0.00052426715
sp|P05534|1A24_HUMAN	0.00052426715
sp|P06730|IF4E_HUMAN	0.00052426715
sp|P07919|QCR6_HUMAN	0.00052426715
sp|P14649|MYL6B_HUMAN	0.00052426715
sp|P18463|1B37_HUMAN	0.00052426715
sp|P22307|NLTP_HUMAN	0.00052426715
sp|P28300|LYOX_HUMAN	0.00052426715
sp|P30447|1A23_HUMAN	0.00052426715
sp|P30462|1B14_HUMAN	0.00052426715
sp|P30464|1B15_HUMAN	0.00052426715
sp|P30466|1B18_HUMAN	0.00052426715
sp|P30491|1B53_HUMAN	0.00052426715
sp|P30685|1B35_HUMAN	0.00052426715
sp|P31949|S10AB_HUMAN	0.00052426715
sp|P37802|TAGL2_HUMAN	0.00052426715
sp|P48741|HSP77_HUMAN	0.00052426715
sp|P49458|SRP09_HUMAN	0.00052426715
sp|P54920|SNAA_HUMAN	0.00052426715
sp|P61923|COPZ1_HUMAN	0.00052426715
sp|P62937|PPIA_HUMAN	0.00052426715
sp|P63172|DYLT1_HUMAN	0.00052426715
sp|P84090|ERH_HUMAN	0.00052426715
sp|Q04826|1B40_HUMAN	0.00052426715
sp|Q09028|RBBP4_HUMAN	0.00052426715
sp|Q12874|SF3A3_HUMAN	0.00052426715
sp|Q13243|SRSF5_HUMAN	0.00052426715
sp|Q15388|TOM20_HUMAN	0.00052426715
sp|Q15785|TOM34_HUMAN	0.00052426715
sp|Q16718|NDUA5_HUMAN	0.00052426715
sp|Q16795|NDUA9_HUMAN	0.00052426715
sp|Q31612|1B73_HUMAN	0.00052426715
sp|Q6NXT2|H3C_HUMAN	0.00052426715
sp|Q8N4V1|MMGT1_HUMAN	0.00052426715
sp|Q8TD47|RS4Y2_HUMAN	0.00052426715
sp|Q8WWF6|DNJB3_HUMAN	0.00052426715
sp|Q95604|1C17_HUMAN	0.00052426715
sp|Q969H8|MYDGF_HUMAN	0.00052426715
sp|Q96CG8|CTHR1_HUMAN	0.00052426715
sp|Q96EP5|DAZP1_HUMAN	0.00052426715
sp|Q9BYD6|RM01_HUMAN	0.00052426715
sp|Q9BZK3|NACP1_HUMAN	0.00052426715
sp|Q9H4M9|EHD1_HUMAN	0.00052426715
sp|Q9UMS0|NFU1_HUMAN	0.00052426715
sp|Q9UNL2|SSRG_HUMAN	0.00052426715
sp|Q9Y2Q5|LTOR2_HUMAN	0.00052426715
sp|Q9Y2R5|RT17_HUMAN	0.00052426715
sp|Q9Y333|LSM2_HUMAN	0.00052426715
sp|Q09666|AHNK_HUMAN	0.00051983574
sp|P27816|MAP4_HUMAN	0.0005156222
sp|O60716|CTND1_HUMAN	0.00051350502
sp|P63010|AP2B1_HUMAN	0.00051200326
sp|P08238|HS90B_HUMAN	0.00051001448
sp|P17987|TCPA_HUMAN	0.00050725578
sp|P49257|LMAN1_HUMAN	0.00050317275
sp|Q5T2N8|ATD3C_HUMAN	0.00050317275
sp|Q9P2R7|SUCB1_HUMAN	0.00050317275
sp|B7ZW38|HNRC3_HUMAN	0.00049651094
sp|P04439|1A03_HUMAN	0.00049651094
sp|P0DMR1|HNRC4_HUMAN	0.00049651094
sp|P11310|ACADM_HUMAN	0.00049651094
sp|P30455|1A36_HUMAN	0.00049651094
sp|P48059|LIMS1_HUMAN	0.00049651094
sp|Q07000|1C15_HUMAN	0.00049651094
sp|Q70UQ0|IKIP_HUMAN	0.00049651094
sp|Q8IV08|PLD3_HUMAN	0.00049651094
sp|Q9BRR6|ADPGK_HUMAN	0.00049651094
sp|Q9UBS4|DJB11_HUMAN	0.00049651094
sp|O95340|PAPS2_HUMAN	0.0004913063
sp|Q96AY3|FKB10_HUMAN	0.0004913063
sp|Q9UH99|SUN2_HUMAN	0.0004913063
sp|O75937|DNJC8_HUMAN	0.00048369943
sp|P00558|PGK1_HUMAN	0.00048369943
sp|P08648|ITA5_HUMAN	0.00048369943
sp|P09661|RU2A_HUMAN	0.00048369943
sp|P10301|RRAS_HUMAN	0.00048369943
sp|P30042|ES1_HUMAN	0.00048369943
sp|P42126|ECI1_HUMAN	0.00048369943
sp|P47755|CAZA2_HUMAN	0.00048369943
sp|P49419|AL7A1_HUMAN	0.00048369943
sp|P55209|NP1L1_HUMAN	0.00048369943
sp|P62424|RL7A_HUMAN	0.00048369943
sp|P62633|CNBP_HUMAN	0.00048369943
sp|Q00839|HNRPU_HUMAN	0.00048369943
sp|Q07955|SRSF1_HUMAN	0.00048369943
sp|Q13557|KCC2D_HUMAN	0.00048369943
sp|Q15427|SF3B4_HUMAN	0.00048369943
sp|Q7Z7H5|TMED4_HUMAN	0.00048369943
sp|Q86V81|THOC4_HUMAN	0.00048369943
sp|Q99653|CHP1_HUMAN	0.00048369943
sp|Q99729|ROAA_HUMAN	0.00048369943
sp|Q9P0L0|VAPA_HUMAN	0.00048369943
sp|Q14764|MVP_HUMAN	0.0004784076
sp|P0DMV8|HS71A_HUMAN	0.00047632298
sp|P0DMV9|HS71B_HUMAN	0.00047632298
sp|P48643|TCPE_HUMAN	0.00047632298
sp|O95782|AP2A1_HUMAN	0.0004745136
sp|B2RXH8|HNRC2_HUMAN	0.00047152824
sp|O00505|IMA4_HUMAN	0.00047152824
sp|O60812|HNRC1_HUMAN	0.00047152824
sp|P07951|TPM2_HUMAN	0.00047152824
sp|P13746|1A11_HUMAN	0.00047152824
sp|P18462|1A25_HUMAN	0.00047152824
sp|P30443|1A01_HUMAN	0.00047152824
sp|P53582|MAP11_HUMAN	0.00047152824
sp|Q3ZCM7|TBB8_HUMAN	0.00047152824
sp|Q6PIU2|NCEH1_HUMAN	0.00047152824
sp|Q96A33|CCD47_HUMAN	0.00047152824
sp|Q9BYX7|ACTBM_HUMAN	0.00047152824
sp|P04844|RPN2_HUMAN	0.00046566807
sp|Q969V3|NCLN_HUMAN	0.00046566807
sp|P17066|HSP76_HUMAN	0.00046222098
sp|P30153|2AAA_HUMAN	0.00046222098
sp|O75569|PRKRA_HUMAN	0.00044892513
sp|O95168|NDUB4_HUMAN	0.00044892513
sp|O95292|VAPB_HUMAN	0.00044892513
sp|P13646|K1C13_HUMAN	0.00044892513
sp|P14927|QCR7_HUMAN	0.00044892513
sp|P20337|RAB3B_HUMAN	0.00044892513
sp|P30405|PPIF_HUMAN	0.00044892513
sp|P30450|1A26_HUMAN	0.00044892513
sp|P30456|1A43_HUMAN	0.00044892513
sp|P30457|1A66_HUMAN	0.00044892513
sp|P33176|KINH_HUMAN	0.00044892513
sp|P35244|RFA3_HUMAN	0.00044892513
sp|P51398|RT29_HUMAN	0.00044892513
sp|P62266|RS23_HUMAN	0.00044892513
sp|Q00577|PURA_HUMAN	0.00044892513
sp|Q12931|TRAP1_HUMAN	0.00044892513
sp|Q562R1|ACTBL_HUMAN	0.00044892513
sp|Q5U5X0|LYRM7_HUMAN	0.00044892513
sp|Q6IS14|IF5AL_HUMAN	0.00044892513
sp|Q7RTV0|PHF5A_HUMAN	0.00044892513
sp|Q8NC51|PAIRB_HUMAN	0.00044892513
sp|Q92520|FAM3C_HUMAN	0.00044892513
sp|Q9BWF3|RBM4_HUMAN	0.00044892513
sp|Q9GZV4|IF5A2_HUMAN	0.00044892513
sp|Q9H857|NT5D2_HUMAN	0.00044892513
sp|Q9P086|MED11_HUMAN	0.00044892513
sp|Q9UM00|TMCO1_HUMAN	0.00044892513
sp|Q9Y3B4|SF3B6_HUMAN	0.00044892513
sp|P54652|HSP72_HUMAN	0.00043636863
sp|P07954|FUMH_HUMAN	0.00043333793
sp|P08195|4F2_HUMAN	0.00043333793
sp|P38159|RBMX_HUMAN	0.00043333793
sp|P26572|MGAT1_HUMAN	0.00042837861
sp|P55795|HNRH2_HUMAN	0.00042837861
sp|Q96QK1|VPS35_HUMAN	0.00042837861
sp|O75746|CMC1_HUMAN	0.00042449174
sp|P07900|HS90A_HUMAN	0.00042449174
sp|O00299|CLIC1_HUMAN	0.00041879123
sp|O43852|CALU_HUMAN	0.00041879123
sp|P00387|NB5R3_HUMAN	0.00041879123
sp|P13726|TF_HUMAN	0.00041879123
sp|P24539|AT5F1_HUMAN	0.00041879123
sp|P32322|P5CR1_HUMAN	0.00041879123
sp|Q14257|RCN2_HUMAN	0.00041879123
sp|Q15006|EMC2_HUMAN	0.00041879123
sp|Q16270|IBP7_HUMAN	0.00041879123
sp|Q6UXH1|CREL2_HUMAN	0.00041879123
sp|Q92928|RAB1C_HUMAN	0.00041879123
sp|Q9HAV0|GBB4_HUMAN	0.00041879123
sp|Q9UBG0|MRC2_HUMAN	0.00041187624
sp|Q15738|NSDHL_HUMAN	0.0004096214
sp|Q9ULV4|COR1C_HUMAN	0.0004096214
sp|P19012|K1C15_HUMAN	0.00040518472
sp|Q04695|K1C17_HUMAN	0.00040518472
sp|Q9Y6M1|IF2B2_HUMAN	0.00040518472
sp|Q9H361|PABP3_HUMAN	0.00040256834
sp|Q9Y490|TLN1_HUMAN	0.00040084266
sp|O00560|SDCB1_HUMAN	0.00039243046
sp|O43169|CYB5B_HUMAN	0.00039243046
sp|O43617|TPPC3_HUMAN	0.00039243046
sp|O43670|ZN207_HUMAN	0.00039243046
sp|O43684|BUB3_HUMAN	0.00039243046
sp|O94979|SC31A_HUMAN	0.00039243046
sp|P00167|CYB5_HUMAN	0.00039243046
sp|P15291|B4GT1_HUMAN	0.00039243046
sp|P19404|NDUV2_HUMAN	0.00039243046
sp|P27348|1433T_HUMAN	0.00039243046
sp|P30499|1C01_HUMAN	0.00039243046
sp|P35914|HMGCL_HUMAN	0.00039243046
sp|P46778|RL21_HUMAN	0.00039243046
sp|P62333|PRS10_HUMAN	0.00039243046
sp|P62495|ERF1_HUMAN	0.00039243046
sp|P84098|RL19_HUMAN	0.00039243046
sp|Q6IAA8|LTOR1_HUMAN	0.00039243046
sp|Q6NZI2|PTRF_HUMAN	0.00039243046
sp|Q8N5K1|CISD2_HUMAN	0.00039243046
sp|Q8WWB7|GLMP_HUMAN	0.00039243046
sp|Q92599|SEPT8_HUMAN	0.00039243046
sp|Q92890|UFD1_HUMAN	0.00039243046
sp|Q96LJ7|DHRS1_HUMAN	0.00039243046
sp|Q9H4A6|GOLP3_HUMAN	0.00039243046
sp|Q9H936|GHC1_HUMAN	0.00039243046
sp|Q9NVI7|ATD3A_HUMAN	0.00039243046
sp|Q9UBQ7|GRHPR_HUMAN	0.00039243046
sp|Q9Y2S7|PDIP2_HUMAN	0.00039243046
sp|Q9Y3A5|SBDS_HUMAN	0.00039243046
sp|Q9Y3C0|CCD53_HUMAN	0.00039243046
sp|P36776|LONM_HUMAN	0.00038436253
sp|O00148|DX39A_HUMAN	0.00037661821
sp|P58335|ANTR2_HUMAN	0.00037661821
sp|Q14315|FLNC_HUMAN	0.00037661821
sp|Q8WXF1|PSPC1_HUMAN	0.00037661821
sp|O94766|B3GA3_HUMAN	0.00036917848
sp|P03989|1B27_HUMAN	0.00036917848
sp|P08574|CY1_HUMAN	0.00036917848
sp|P16989|YBOX3_HUMAN	0.00036917848
sp|P20645|MPRD_HUMAN	0.00036917848
sp|P26022|PTX3_HUMAN	0.00036917848
sp|Q13501|SQSTM_HUMAN	0.00036917848
sp|Q15067|ACOX1_HUMAN	0.00036917848
sp|Q29865|1C18_HUMAN	0.00036917848
sp|Q8TDX7|NEK7_HUMAN	0.00036917848
sp|Q96QR8|PURB_HUMAN	0.00036917848
sp|Q9HC98|NEK6_HUMAN	0.00036917848
sp|Q04637|IF4G1_HUMAN	0.00036378793
sp|O43237|DC1L2_HUMAN	0.00036202581
sp|Q8NF37|PCAT1_HUMAN	0.00036202581
sp|Q96HE7|ERO1A_HUMAN	0.00036202581
sp|Q96JB5|CK5P3_HUMAN	0.00036202581
sp|Q9NR12|PDLI7_HUMAN	0.00036202581
sp|Q9Y285|SYFA_HUMAN	0.00036202581
sp|Q9Y2W1|TR150_HUMAN	0.00036202581
sp|Q8IXB1|DJC10_HUMAN	0.00035855197
sp|Q9NUQ6|SPS2L_HUMAN	0.00035855197
sp|Q9UJS0|CMC2_HUMAN	0.00035855197
sp|Q53EP0|FND3B_HUMAN	0.00035649934
sp|O14602|IF1AY_HUMAN	0.0003485177
sp|O60361|NDK8_HUMAN	0.0003485177
sp|O60664|PLIN3_HUMAN	0.0003485177
sp|O95182|NDUA7_HUMAN	0.0003485177
sp|P04156|PRIO_HUMAN	0.0003485177
sp|P09110|THIK_HUMAN	0.0003485177
sp|P15153|RAC2_HUMAN	0.0003485177
sp|P25325|THTM_HUMAN	0.0003485177
sp|P30461|1B13_HUMAN	0.0003485177
sp|P47813|IF1AX_HUMAN	0.0003485177
sp|P56556|NDUA6_HUMAN	0.0003485177
sp|P60763|RAC3_HUMAN	0.0003485177
sp|P61604|CH10_HUMAN	0.0003485177
sp|P62280|RS11_HUMAN	0.0003485177
sp|P63000|RAC1_HUMAN	0.0003485177
sp|Q00765|REEP5_HUMAN	0.0003485177
sp|Q01085|TIAR_HUMAN	0.0003485177
sp|Q13185|CBX3_HUMAN	0.0003485177
sp|Q16540|RM23_HUMAN	0.0003485177
sp|Q16836|HCDH_HUMAN	0.0003485177
sp|Q16850|CP51A_HUMAN	0.0003485177
sp|Q5J8M3|EMC4_HUMAN	0.0003485177
sp|Q6P1L8|RM14_HUMAN	0.0003485177
sp|Q7L1Q6|BZW1_HUMAN	0.0003485177
sp|Q96A26|F162A_HUMAN	0.0003485177
sp|Q96AB3|ISOC2_HUMAN	0.0003485177
sp|Q96EK6|GNA1_HUMAN	0.0003485177
sp|Q9BQE4|SELS_HUMAN	0.0003485177
sp|Q9NUJ1|ABHDA_HUMAN	0.0003485177
sp|Q9NYL4|FKB11_HUMAN	0.0003485177
sp|Q9TNN7|1C05_HUMAN	0.0003485177
sp|Q9UI09|NDUAC_HUMAN	0.0003485177
sp|Q9Y3D7|TIM16_HUMAN	0.0003485177
sp|Q9Y3I0|RTCB_HUMAN	0.0003485177
sp|O94855|SC24D_HUMAN	0.00033902776
sp|Q96B97|SH3K1_HUMAN	0.00033902776
sp|P02751|FINC_HUMAN	0.00033819053
sp|P48735|IDHP_HUMAN	0.00033597785
sp|Q10713|MPPA_HUMAN	0.00033597785
sp|Q9Y6E2|BZW2_HUMAN	0.00033597785
sp|Q9Y6G9|DC1L1_HUMAN	0.00033597785
sp|A6NNZ2|TBB8L_HUMAN	0.00033003918
sp|O76094|SRP72_HUMAN	0.00033003918
sp|P07195|LDHB_HUMAN	0.00033003918
sp|P0CG47|UBB_HUMAN	0.00033003918
sp|P12235|ADT1_HUMAN	0.00033003918
sp|P30481|1B44_HUMAN	0.00033003918
sp|P30483|1B45_HUMAN	0.00033003918
sp|P30485|1B47_HUMAN	0.00033003918
sp|P30487|1B49_HUMAN	0.00033003918
sp|P30488|1B50_HUMAN	0.00033003918
sp|P30501|1C02_HUMAN	0.00033003918
sp|P31942|HNRH3_HUMAN	0.00033003918
sp|P35609|ACTN2_HUMAN	0.00033003918
sp|P50479|PDLI4_HUMAN	0.00033003918
sp|P67936|TPM4_HUMAN	0.00033003918
sp|P68400|CSK21_HUMAN	0.00033003918
sp|Q03405|UPAR_HUMAN	0.00033003918
sp|Q08257|QOR_HUMAN	0.00033003918
sp|Q13247|SRSF6_HUMAN	0.00033003918
sp|Q13263|TIF1B_HUMAN	0.00033003918
sp|Q14568|HS902_HUMAN	0.00033003918
sp|Q15758|AAAT_HUMAN	0.00033003918
sp|Q29718|1B82_HUMAN	0.00033003918
sp|Q8NBM8|PCYXL_HUMAN	0.00033003918
sp|Q9NP92|RT30_HUMAN	0.00033003918
sp|Q86UP2|KTN1_HUMAN	0.00032810582
sp|O00231|PSD11_HUMAN	0.00032430605
sp|P60228|EIF3E_HUMAN	0.00032430605
sp|Q9NZN3|EHD3_HUMAN	0.00032430605
sp|Q92973|TNPO1_HUMAN	0.00032151327
sp|P46459|NSF_HUMAN	0.0003198605
sp|Q02218|ODO1_HUMAN	0.0003198605
sp|Q9NYU2|UGGG1_HUMAN	0.00031741289
sp|B2RPK0|HGB1A_HUMAN	0.00031341542
sp|O14653|GOSR2_HUMAN	0.00031341542
sp|O14925|TIM23_HUMAN	0.00031341542
sp|O15347|HMGB3_HUMAN	0.00031341542
sp|P01111|RASN_HUMAN	0.00031341542
sp|P02042|HBD_HUMAN	0.00031341542
sp|P09496|CLCA_HUMAN	0.00031341542
sp|P0C7N8|OR9G9_HUMAN	0.00031341542
sp|P13473|LAMP2_HUMAN	0.00031341542
sp|P15531|NDKA_HUMAN	0.00031341542
sp|P17931|LEG3_HUMAN	0.00031341542
sp|P21912|SDHB_HUMAN	0.00031341542
sp|P30475|1B39_HUMAN	0.00031341542
sp|P30486|1B48_HUMAN	0.00031341542
sp|P41217|OX2G_HUMAN	0.00031341542
sp|P46779|RL28_HUMAN	0.00031341542
sp|P52815|RM12_HUMAN	0.00031341542
sp|P61225|RAP2B_HUMAN	0.00031341542
sp|P62745|RHOB_HUMAN	0.00031341542
sp|P68871|HBB_HUMAN	0.00031341542
sp|Q01130|SRSF2_HUMAN	0.00031341542
sp|Q13217|DNJC3_HUMAN	0.00031341542
sp|Q14974|IMB1_HUMAN	0.00031341542
sp|Q29836|1B67_HUMAN	0.00031341542
sp|Q31610|1B81_HUMAN	0.00031341542
sp|Q3MHD2|LSM12_HUMAN	0.00031341542
sp|Q5SSJ5|HP1B3_HUMAN	0.00031341542
sp|Q8IZP0|ABI1_HUMAN	0.00031341542
sp|Q8N5N7|RM50_HUMAN	0.00031341542
sp|Q8NH79|OR6X1_HUMAN	0.00031341542
sp|Q8TAT6|NPL4_HUMAN	0.00031341542
sp|Q92791|SC65_HUMAN	0.00031341542
sp|Q95365|1B38_HUMAN	0.00031341542
sp|Q96A08|H2B1A_HUMAN	0.00031341542
sp|Q96HR9|REEP6_HUMAN	0.00031341542
sp|Q99470|SDF2_HUMAN	0.00031341542
sp|Q9BRJ6|CG050_HUMAN	0.00031341542
sp|Q9BVC6|TM109_HUMAN	0.00031341542
sp|Q9BX68|HINT2_HUMAN	0.00031341542
sp|Q9C0K3|ARP3C_HUMAN	0.00031341542
sp|Q9H9J2|RM44_HUMAN	0.00031341542
sp|Q9NQ50|RM40_HUMAN	0.00031341542
sp|Q9NR30|DDX21_HUMAN	0.00031341542
sp|Q9Y3E5|PTH2_HUMAN	0.00031341542
sp|O94973|AP2A2_HUMAN	0.00030722411
sp|Q6UB35|C1TM_HUMAN	0.00030722411
sp|Q12906|ILF3_HUMAN	0.00030571417
sp|P08729|K2C7_HUMAN	0.00030323028
sp|P16070|CD44_HUMAN	0.00030323028
sp|Q6NYC8|PPR18_HUMAN	0.00030323028
sp|P50570|DYN2_HUMAN	0.00030127191
sp|Q9NSE4|SYIM_HUMAN	0.00030127191
sp|O95758|PTBP3_HUMAN	0.00029838123
sp|P07093|GDN_HUMAN	0.00029838123
sp|P09493|TPM1_HUMAN	0.00029838123
sp|P09972|ALDOC_HUMAN	0.00029838123
sp|P11279|LAMP1_HUMAN	0.00029838123
sp|P25685|DNJB1_HUMAN	0.00029838123
sp|P28482|MK01_HUMAN	0.00029838123
sp|P42765|THIM_HUMAN	0.00029838123
sp|Q13347|EIF3I_HUMAN	0.00029838123
sp|Q16630|CPSF6_HUMAN	0.00029838123
sp|Q8NEV1|CSK23_HUMAN	0.00029838123
sp|Q9P1U1|ARP3B_HUMAN	0.00029838123
sp|Q9UMS4|PRP19_HUMAN	0.00029838123
sp|O95678|K2C75_HUMAN	0.0002936844
sp|P02533|K1C14_HUMAN	0.0002936844
sp|P08779|K1C16_HUMAN	0.0002936844
sp|P17661|DESM_HUMAN	0.0002936844
sp|P35611|ADDA_HUMAN	0.0002936844
sp|P46060|RAGP1_HUMAN	0.0002936844
sp|Q96E39|RMXL1_HUMAN	0.0002936844
sp|P02461|CO3A1_HUMAN	0.0002923694
sp|P11387|TOP1_HUMAN	0.00029139081
sp|P08123|CO1A2_HUMAN	0.00028849393
sp|O14979|HNRDL_HUMAN	0.0002847196
sp|O15260|SURF4_HUMAN	0.0002847196
sp|O60869|EDF1_HUMAN	0.0002847196
sp|O95299|NDUAA_HUMAN	0.0002847196
sp|P02100|HBE_HUMAN	0.0002847196
sp|P02538|K2C6A_HUMAN	0.0002847196
sp|P04259|K2C6B_HUMAN	0.0002847196
sp|P09012|SNRPA_HUMAN	0.0002847196
sp|P09211|GSTP1_HUMAN	0.0002847196
sp|P13073|COX41_HUMAN	0.0002847196
sp|P22392|NDKB_HUMAN	0.0002847196
sp|P32119|PRDX2_HUMAN	0.0002847196
sp|P41219|PERI_HUMAN	0.0002847196
sp|P45973|CBX5_HUMAN	0.0002847196
sp|P48556|PSMD8_HUMAN	0.0002847196
sp|P48668|K2C6C_HUMAN	0.0002847196
sp|P56537|IF6_HUMAN	0.0002847196
sp|P61204|ARF3_HUMAN	0.0002847196
sp|P62826|RAN_HUMAN	0.0002847196
sp|P67812|SC11A_HUMAN	0.0002847196
sp|P67870|CSK2B_HUMAN	0.0002847196
sp|P69891|HBG1_HUMAN	0.0002847196
sp|P69892|HBG2_HUMAN	0.0002847196
sp|P84077|ARF1_HUMAN	0.0002847196
sp|Q07666|KHDR1_HUMAN	0.0002847196
sp|Q15050|RRS1_HUMAN	0.0002847196
sp|Q15363|TMED2_HUMAN	0.0002847196
sp|Q16186|ADRM1_HUMAN	0.0002847196
sp|Q5UCC4|EMC10_HUMAN	0.0002847196
sp|Q6ZTI6|F101A_HUMAN	0.0002847196
sp|Q96GC5|RM48_HUMAN	0.0002847196
sp|Q9BPX5|ARP5L_HUMAN	0.0002847196
sp|Q9NQ39|RS10L_HUMAN	0.0002847196
sp|Q9NZN4|EHD2_HUMAN	0.0002847196
sp|Q9P000|COMD9_HUMAN	0.0002847196
sp|Q9UBQ0|VPS29_HUMAN	0.0002847196
sp|Q9Y3C8|UFC1_HUMAN	0.0002847196
sp|Q9Y6B6|SAR1B_HUMAN	0.0002847196
sp|P14618|KPYM_HUMAN	0.00027628447
sp|P31040|SDHA_HUMAN	0.00027628447
sp|Q16706|MA2A1_HUMAN	0.00027465692
sp|P08133|ANXA6_HUMAN	0.00027225114
sp|P43686|PRS6B_HUMAN	0.00027225114
sp|Q08431|MFGM_HUMAN	0.00027225114
sp|Q14108|SCRB2_HUMAN	0.00027225114
sp|Q58FF3|ENPLL_HUMAN	0.00027225114
sp|Q8WWI1|LMO7_HUMAN	0.00027093268
sp|P16435|NCPR_HUMAN	0.00026833356
sp|Q96I24|FUBP3_HUMAN	0.00026833356
sp|Q08043|ACTN3_HUMAN	0.00026527958
sp|O75608|LYPA1_HUMAN	0.00026082646
sp|P08962|CD63_HUMAN	0.00026082646
sp|P18085|ARF4_HUMAN	0.00026082646
sp|P19525|E2AK2_HUMAN	0.00026082646
sp|P34931|HS71L_HUMAN	0.00026082646
sp|P35625|TIMP3_HUMAN	0.00026082646
sp|P80723|BASP1_HUMAN	0.00026082646
sp|P84085|ARF5_HUMAN	0.00026082646
sp|Q14444|CAPR1_HUMAN	0.00026082646
sp|Q16527|CSRP2_HUMAN	0.00026082646
sp|Q16563|SYPL1_HUMAN	0.00026082646
sp|Q4VXU2|PAP1L_HUMAN	0.00026082646
sp|Q5JQF8|PAP1M_HUMAN	0.00026082646
sp|Q5SRD1|TI23B_HUMAN	0.00026082646
sp|Q6DRA6|H2B2D_HUMAN	0.00026082646
sp|Q7Z7H8|RM10_HUMAN	0.00026082646
sp|Q8WXA9|SREK1_HUMAN	0.00026082646
sp|Q9NSB2|KRT84_HUMAN	0.00026082646
sp|Q9UNF0|PACN2_HUMAN	0.00026082646
sp|Q9UNN8|EPCR_HUMAN	0.00026082646
sp|Q9Y295|DRG1_HUMAN	0.00026082646
sp|P53621|COPA_HUMAN	0.00025722786
sp|P42166|LAP2A_HUMAN	0.00025372699
sp|P53396|ACLY_HUMAN	0.00025235311
sp|Q6S8J3|POTEE_HUMAN	0.00025235311
sp|O75306|NDUS2_HUMAN	0.00025031992
sp|O75718|CRTAP_HUMAN	0.00025031992
sp|Q8IVL6|P3H3_HUMAN	0.00024700296
sp|Q9Y2D5|AKAP2_HUMAN	0.00024700296
sp|O15131|IMA6_HUMAN	0.00024062544
sp|O43399|TPD54_HUMAN	0.00024062544
sp|O60684|IMA7_HUMAN	0.00024062544
sp|O75190|DNJB6_HUMAN	0.00024062544
sp|O75251|NDUS7_HUMAN	0.00024062544
sp|P09936|UCHL1_HUMAN	0.00024062544
sp|P20339|RAB5A_HUMAN	0.00024062544
sp|P48507|GSH0_HUMAN	0.00024062544
sp|P50281|MMP14_HUMAN	0.00024062544
sp|P51159|RB27A_HUMAN	0.00024062544
sp|P52565|GDIR1_HUMAN	0.00024062544
sp|P61020|RAB5B_HUMAN	0.00024062544
sp|P62191|PRS4_HUMAN	0.00024062544
sp|Q13409|DC1I2_HUMAN	0.00024062544
sp|Q13636|RAB31_HUMAN	0.00024062544
sp|Q6DN03|H2B2C_HUMAN	0.00024062544
sp|Q86WR6|CQ064_HUMAN	0.00024062544
sp|Q8WXF0|SRS12_HUMAN	0.00024062544
sp|Q92882|OSTF1_HUMAN	0.00024062544
sp|Q96S52|PIGS_HUMAN	0.00024062544
sp|Q9BRL6|SRSF8_HUMAN	0.00024062544
sp|Q9H0A8|COMD4_HUMAN	0.00024062544
sp|Q9H853|TBA4B_HUMAN	0.00024062544
sp|Q9H8Y8|GORS2_HUMAN	0.00024062544
sp|Q9NQC3|RTN4_HUMAN	0.00024062544
sp|Q9NRX2|RM17_HUMAN	0.00024062544
sp|Q9UL26|RB22A_HUMAN	0.00024062544
sp|Q9Y3B7|RM11_HUMAN	0.00024062544
sp|Q9Y3B8|ORN_HUMAN	0.00024062544
sp|P11047|LAMC1_HUMAN	0.00023755833
sp|Q9UHB9|SRP68_HUMAN	0.00023456829
sp|P13929|ENOB_HUMAN	0.00023165243
sp|P50395|GDIB_HUMAN	0.00023165243
sp|P55809|SCOT1_HUMAN	0.00023165243
sp|Q92552|RT27_HUMAN	0.00023165243
sp|Q9Y230|RUVB2_HUMAN	0.00023165243
sp|Q5T9A4|ATD3B_HUMAN	0.00022880804
sp|P26232|CTNA2_HUMAN	0.00022741182
sp|O43172|PRP4_HUMAN	0.00022332344
sp|O43493|TGON2_HUMAN	0.00022332344
